epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,7318.29,1.47064,0.81798,1.54237,0.73791,0.70616,0.71025,0.2914,2.01281,0.99576,2.0375,0.000537562,0.000537562,0.000537562
78,7406.92,1.50412,0.83337,1.56227,0.74232,0.6796,0.70854,0.29727,1.99009,1.01506,2.01255,0.000534517,0.000534517,0.000534517
79,7494.4,1.47367,0.81559,1.54791,0.75758,0.70222,0.71329,0.29728,2.00301,0.99273,2.04823,0.000531471,0.000531471,0.000531471
80,7582.92,1.4871,0.81966,1.54934,0.76992,0.67303,0.69997,0.2932,2.0069,0.99725,2.02552,0.000528426,0.000528426,0.000528426
81,7685.01,1.47619,0.79858,1.54568,0.79265,0.69109,0.71747,0.29503,1.99445,1.01569,2.01812,0.000525381,0.000525381,0.000525381
82,7773.64,1.46782,0.83052,1.56523,0.76016,0.71539,0.71043,0.29721,2.01001,0.96859,2.03583,0.000522336,0.000522336,0.000522336
83,7861.43,1.46466,0.80295,1.54554,0.73761,0.69233,0.70705,0.28771,1.99154,0.95338,2.01918,0.00051929,0.00051929,0.00051929
84,7949.89,1.48355,0.79937,1.55266,0.77572,0.70781,0.70763,0.29456,2.00475,0.96648,2.03098,0.000516245,0.000516245,0.000516245
85,8037.97,1.45985,0.80601,1.5472,0.79151,0.70346,0.71724,0.29959,1.98739,0.97275,2.01112,0.0005132,0.0005132,0.0005132
86,8125.65,1.48405,0.79965,1.53975,0.77675,0.72094,0.71864,0.29041,2.02865,0.977,2.04201,0.000510155,0.000510155,0.000510155
87,8227.85,1.44278,0.77166,1.51911,0.75645,0.68111,0.69758,0.29624,2.01818,0.97383,2.05517,0.000507109,0.000507109,0.000507109
88,8316.19,1.45573,0.79046,1.54015,0.77693,0.71203,0.69768,0.28918,2.02539,0.9977,2.06581,0.000504064,0.000504064,0.000504064
89,8404.49,1.43573,0.77633,1.52981,0.74646,0.72672,0.70641,0.29425,2.05187,0.98639,2.05826,0.000501019,0.000501019,0.000501019
90,8492.59,1.45756,0.78797,1.54066,0.74319,0.70407,0.69357,0.29228,1.99816,1.01111,2.0653,0.000497974,0.000497974,0.000497974
91,8580.72,1.44736,0.77643,1.53507,0.76804,0.71813,0.71467,0.29408,2.02863,0.97444,2.06686,0.000494928,0.000494928,0.000494928
92,8668.72,1.44104,0.77464,1.52251,0.77796,0.71845,0.70953,0.28448,2.04442,0.92712,2.08803,0.000491883,0.000491883,0.000491883
93,8756.73,1.45312,0.7758,1.54632,0.70774,0.71687,0.69008,0.29818,2.01369,0.98625,2.08878,0.000488838,0.000488838,0.000488838
94,8844.86,1.44146,0.79171,1.52796,0.7456,0.70885,0.70728,0.29079,2.0532,0.98486,2.12515,0.000485793,0.000485793,0.000485793
95,8933.18,1.4249,0.77059,1.53192,0.72592,0.72081,0.70687,0.29802,2.00882,0.99833,2.06208,0.000482747,0.000482747,0.000482747
96,9020.88,1.41355,0.7744,1.51983,0.74819,0.73355,0.72216,0.29999,2.04493,0.99051,2.11245,0.000479702,0.000479702,0.000479702
97,9109.11,1.4357,0.78025,1.53597,0.73143,0.72615,0.70456,0.29306,2.0286,1.00519,2.09053,0.000476657,0.000476657,0.000476657
98,9197.27,1.40393,0.75517,1.52033,0.72368,0.71845,0.70017,0.29466,2.03985,0.98895,2.11371,0.000473612,0.000473612,0.000473612
99,9299.29,1.42732,0.75331,1.53026,0.72885,0.7111,0.69988,0.29295,2.03586,0.97489,2.10775,0.000470566,0.000470566,0.000470566
100,9388.47,1.42096,0.75341,1.51924,0.70547,0.67939,0.68723,0.29502,2.04778,0.98358,2.07799,0.000467521,0.000467521,0.000467521
101,9475.87,1.41766,0.75818,1.50869,0.76546,0.69423,0.69151,0.29202,2.05956,0.93271,2.13105,0.000464476,0.000464476,0.000464476
102,9564.62,1.40614,0.75439,1.5171,0.74995,0.72281,0.69675,0.29085,2.0386,0.97823,2.12836,0.000461431,0.000461431,0.000461431
103,9653.01,1.40267,0.75452,1.51238,0.71892,0.71984,0.71289,0.30535,2.05149,0.96808,2.13088,0.000458386,0.000458386,0.000458386
104,9740.65,1.41791,0.75045,1.51242,0.72293,0.71029,0.70359,0.29834,2.04589,0.96097,2.11683,0.00045534,0.00045534,0.00045534
105,9828.75,1.40508,0.7609,1.51457,0.73301,0.71251,0.69394,0.29057,2.04061,1.00672,2.13302,0.000452295,0.000452295,0.000452295
106,9917.12,1.40439,0.74244,1.51502,0.76367,0.70822,0.70273,0.29476,2.03763,0.95572,2.121,0.00044925,0.00044925,0.00044925
107,10005.1,1.39988,0.73615,1.51422,0.72997,0.71726,0.7092,0.29687,2.03987,0.94712,2.11426,0.000446205,0.000446205,0.000446205
108,10092.9,1.41675,0.74256,1.52005,0.76048,0.70531,0.71142,0.30032,2.03788,0.95908,2.11191,0.000443159,0.000443159,0.000443159
109,10195,1.40391,0.73733,1.49244,0.74724,0.70236,0.69516,0.29716,2.03545,0.98286,2.08752,0.000440114,0.000440114,0.000440114
110,10300.5,1.38055,0.74252,1.49787,0.7015,0.72001,0.68531,0.286,2.04203,1.01829,2.12982,0.000437069,0.000437069,0.000437069
111,10403.6,1.38321,0.72315,1.48754,0.74243,0.72658,0.68932,0.28044,2.04837,1.00769,2.1166,0.000434024,0.000434024,0.000434024
112,10490.7,1.37096,0.7168,1.48117,0.71856,0.71525,0.71085,0.29784,2.04202,0.97061,2.11327,0.000430978,0.000430978,0.000430978
113,10578.8,1.39534,0.7345,1.51244,0.74072,0.69651,0.68736,0.28856,2.0488,0.97428,2.13919,0.000427933,0.000427933,0.000427933
114,10681.5,1.36638,0.72799,1.49873,0.73581,0.71285,0.69132,0.28445,2.08563,0.9719,2.18703,0.000424888,0.000424888,0.000424888
115,10790.5,1.38274,0.74152,1.49447,0.71018,0.71903,0.70372,0.29653,2.05098,0.99347,2.13845,0.000421843,0.000421843,0.000421843
116,10893.4,1.37304,0.72354,1.48414,0.73072,0.72178,0.69265,0.28946,2.05455,0.98582,2.16018,0.000418797,0.000418797,0.000418797
117,10980.7,1.37511,0.73061,1.48194,0.69765,0.7326,0.70227,0.29493,2.04587,0.9853,2.14912,0.000415752,0.000415752,0.000415752
118,11069.1,1.37723,0.73411,1.49391,0.71083,0.70568,0.69944,0.29687,2.04869,0.97903,2.1606,0.000412707,0.000412707,0.000412707
119,11155.3,1.37641,0.72858,1.49273,0.69515,0.70708,0.70242,0.29529,2.02283,0.97469,2.118,0.000409662,0.000409662,0.000409662
120,11258.4,1.36416,0.72565,1.48343,0.70666,0.7235,0.70838,0.29666,2.04662,0.98812,2.1578,0.000406616,0.000406616,0.000406616
121,11347.9,1.37233,0.72366,1.48411,0.76255,0.70392,0.706,0.28694,2.04649,0.96662,2.15615,0.000403571,0.000403571,0.000403571
122,11434.2,1.36853,0.70999,1.4813,0.73231,0.70065,0.69844,0.29477,2.03648,0.95715,2.13168,0.000400526,0.000400526,0.000400526
123,11521.9,1.37068,0.7318,1.48197,0.74732,0.65973,0.68652,0.29502,2.04419,0.97738,2.12423,0.000397481,0.000397481,0.000397481
124,11609.4,1.35616,0.72652,1.49338,0.71019,0.71238,0.69412,0.28713,2.04677,0.96966,2.13928,0.000394435,0.000394435,0.000394435
125,11697.9,1.36366,0.71886,1.4821,0.71076,0.70348,0.68644,0.29061,2.05381,0.98346,2.14978,0.00039139,0.00039139,0.00039139
126,11785.9,1.38135,0.72358,1.49845,0.74606,0.6955,0.6987,0.29139,2.03305,0.9808,2.13128,0.000388345,0.000388345,0.000388345
127,11874.1,1.36478,0.71214,1.47712,0.74687,0.68998,0.7019,0.30104,2.03194,0.95327,2.09365,0.0003853,0.0003853,0.0003853
128,11978.8,1.32558,0.70323,1.46516,0.72034,0.73063,0.70822,0.29477,2.04826,0.95725,2.15891,0.000382255,0.000382255,0.000382255
129,12066.5,1.357,0.71381,1.46794,0.73262,0.69103,0.69538,0.28671,2.05088,0.9724,2.13361,0.000379209,0.000379209,0.000379209
130,12175.9,1.35324,0.7121,1.47032,0.71901,0.72178,0.69538,0.28393,2.03738,0.96179,2.1268,0.000376164,0.000376164,0.000376164
131,12263.4,1.33758,0.69615,1.46203,0.7544,0.70171,0.68468,0.29338,2.02626,0.99698,2.15094,0.000373119,0.000373119,0.000373119
132,12351.1,1.33026,0.70433,1.47601,0.71866,0.71229,0.69369,0.27852,2.05947,0.98343,2.19199,0.000370074,0.000370074,0.000370074
133,12439.6,1.33337,0.70559,1.47017,0.71533,0.71679,0.68933,0.29389,2.0431,0.99839,2.16185,0.000367028,0.000367028,0.000367028
134,12527.4,1.33795,0.70998,1.48033,0.73765,0.69893,0.68822,0.29168,2.05637,0.96248,2.18632,0.000363983,0.000363983,0.000363983
135,12615.7,1.3368,0.69797,1.47601,0.743,0.66293,0.66617,0.28105,2.05472,0.98981,2.17536,0.000360938,0.000360938,0.000360938
136,12704.1,1.32545,0.6943,1.45802,0.71647,0.7236,0.6935,0.28879,2.0487,0.97728,2.19938,0.000357893,0.000357893,0.000357893
137,12792.1,1.32904,0.68409,1.46265,0.72592,0.6771,0.67432,0.27791,2.06261,0.98592,2.21011,0.000354847,0.000354847,0.000354847
138,12880.3,1.32656,0.70561,1.45159,0.74011,0.70106,0.68876,0.27786,2.06816,0.97898,2.1843,0.000351802,0.000351802,0.000351802
139,12968.2,1.34223,0.69601,1.46534,0.73021,0.69825,0.69848,0.28843,2.06165,1.00007,2.17824,0.000348757,0.000348757,0.000348757
140,13055.9,1.31461,0.68836,1.44825,0.70229,0.72023,0.6966,0.28307,2.08084,0.98756,2.18658,0.000345712,0.000345712,0.000345712
141,13144.2,1.31164,0.6804,1.45372,0.72216,0.68354,0.69786,0.28855,2.08044,0.97157,2.20064,0.000342666,0.000342666,0.000342666
142,13232.9,1.31632,0.69654,1.43943,0.76209,0.66067,0.68872,0.29304,2.08231,0.97688,2.20317,0.000339621,0.000339621,0.000339621
143,13320.7,1.33417,0.69596,1.4507,0.73901,0.70728,0.7107,0.29428,2.07188,0.9983,2.19326,0.000336576,0.000336576,0.000336576
144,13408.9,1.32146,0.68263,1.45462,0.71354,0.71367,0.68445,0.28183,2.06406,1.01459,2.19585,0.000333531,0.000333531,0.000333531
145,13495.8,1.30542,0.69239,1.44137,0.69349,0.69104,0.67806,0.2962,2.05219,0.96602,2.1659,0.000330485,0.000330485,0.000330485
146,13598.7,1.32263,0.68288,1.45563,0.68319,0.6919,0.66568,0.28876,2.06541,0.96472,2.21824,0.00032744,0.00032744,0.00032744
147,13687.2,1.30313,0.69169,1.44797,0.66376,0.70688,0.67704,0.29051,2.05918,0.97549,2.20402,0.000324395,0.000324395,0.000324395
148,13775.8,1.31459,0.68942,1.44231,0.75295,0.64621,0.68764,0.27927,2.07092,0.98335,2.20616,0.00032135,0.00032135,0.00032135
149,13886.4,1.31618,0.69316,1.44994,0.68857,0.67697,0.65626,0.27752,2.0499,1.00911,2.1793,0.000318304,0.000318304,0.000318304
150,13974.6,1.29449,0.67765,1.43304,0.70521,0.70218,0.67452,0.28611,2.04703,0.98502,2.17697,0.000315259,0.000315259,0.000315259
151,14062.5,1.2871,0.6811,1.42535,0.67832,0.72838,0.67612,0.28928,2.0429,0.98392,2.20705,0.000312214,0.000312214,0.000312214
152,14150.7,1.31005,0.68137,1.44302,0.69672,0.71197,0.67623,0.28775,2.03816,0.99138,2.18984,0.000309169,0.000309169,0.000309169
153,14238.7,1.28631,0.67458,1.42441,0.73704,0.70976,0.68514,0.28966,2.04714,0.98957,2.19824,0.000306124,0.000306124,0.000306124
154,14327.1,1.29332,0.68152,1.44238,0.71015,0.68816,0.66894,0.28124,2.07478,1.00758,2.22349,0.000303078,0.000303078,0.000303078
155,14414.7,1.27394,0.67355,1.42812,0.68857,0.6876,0.65807,0.28412,2.05445,0.99896,2.20504,0.000300033,0.000300033,0.000300033
