epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,4103.77,1.33508,0.71579,1.28941,0.78236,0.78593,0.7792,0.35991,2.02157,1.0192,1.85482,0.000251309,0.000251309,0.000251309
172,4127.77,1.32514,0.71989,1.279,0.81276,0.76636,0.78492,0.35011,2.02459,0.99676,1.83657,0.000248264,0.000248264,0.000248264
173,4152.44,1.32449,0.70737,1.2718,0.79877,0.77052,0.77765,0.35677,2.03438,0.99922,1.85267,0.000245219,0.000245219,0.000245219
174,4175.92,1.32488,0.71066,1.2825,0.78529,0.76122,0.76022,0.35531,2.01695,1.00968,1.84593,0.000242173,0.000242173,0.000242173
175,4198.95,1.33303,0.70775,1.28019,0.79373,0.77731,0.77807,0.34591,2.00719,1.01769,1.82839,0.000239128,0.000239128,0.000239128
176,4223.79,1.33207,0.72129,1.28584,0.80126,0.76693,0.78337,0.35311,2.01335,1.00604,1.8274,0.000236083,0.000236083,0.000236083
177,4247.81,1.329,0.71378,1.28061,0.79139,0.77365,0.77081,0.34943,2.00504,0.99138,1.8316,0.000233038,0.000233038,0.000233038
178,4272.18,1.35292,0.72643,1.28152,0.7894,0.76241,0.76661,0.35755,2.012,1.00327,1.83091,0.000229993,0.000229993,0.000229993
179,4296.1,1.3233,0.70622,1.27141,0.79407,0.75445,0.76672,0.34185,2.01283,0.99762,1.83554,0.000226947,0.000226947,0.000226947
180,4319.24,1.33058,0.70983,1.27866,0.7927,0.76395,0.77308,0.34086,2.02251,0.99049,1.84897,0.000223902,0.000223902,0.000223902
181,4343.39,1.3314,0.70422,1.28004,0.78738,0.75679,0.76035,0.337,2.02083,1.00702,1.85122,0.000220857,0.000220857,0.000220857
182,4367.23,1.32554,0.70523,1.27643,0.82089,0.76768,0.77337,0.33796,2.03308,1.01559,1.85137,0.000217812,0.000217812,0.000217812
183,4391.13,1.30467,0.7027,1.27139,0.79231,0.75545,0.76232,0.33889,2.02106,1.02347,1.8618,0.000214766,0.000214766,0.000214766
184,4414.7,1.30606,0.69978,1.27577,0.79681,0.75682,0.75966,0.34004,2.01601,1.02426,1.85035,0.000211721,0.000211721,0.000211721
185,4438.66,1.31177,0.69731,1.28398,0.80725,0.75969,0.76526,0.33945,2.03471,1.03163,1.8606,0.000208676,0.000208676,0.000208676
186,4463.07,1.30305,0.69267,1.25807,0.81407,0.74442,0.76681,0.34087,2.01482,1.01756,1.83718,0.000205631,0.000205631,0.000205631
187,4486.9,1.30831,0.70299,1.2681,0.79444,0.75447,0.76597,0.3364,2.01957,1.0088,1.85684,0.000202585,0.000202585,0.000202585
188,4510.59,1.32812,0.70317,1.27022,0.80859,0.76308,0.77612,0.33763,2.03483,1.02469,1.86831,0.00019954,0.00019954,0.00019954
189,4534.46,1.31319,0.6949,1.26529,0.8099,0.75803,0.75393,0.34788,2.02602,1.02643,1.85143,0.000196495,0.000196495,0.000196495
190,4558.78,1.3181,0.70074,1.27282,0.80911,0.75876,0.76742,0.35224,2.0153,1.00025,1.8425,0.00019345,0.00019345,0.00019345
191,4582.79,1.31454,0.70391,1.28311,0.8084,0.76514,0.7697,0.35563,2.02885,1.01344,1.8557,0.000190404,0.000190404,0.000190404
192,4606.72,1.31768,0.70224,1.27476,0.7961,0.76197,0.76071,0.34643,2.02891,1.02142,1.85543,0.000187359,0.000187359,0.000187359
193,4630.42,1.30956,0.69216,1.25181,0.80253,0.7708,0.77881,0.34201,2.03024,1.0268,1.8663,0.000184314,0.000184314,0.000184314
194,4654.23,1.29846,0.6917,1.26407,0.83228,0.76079,0.78542,0.34044,2.04603,1.00716,1.86014,0.000181269,0.000181269,0.000181269
195,4677.84,1.30075,0.69674,1.2634,0.81009,0.77206,0.78321,0.32735,2.05375,1.00408,1.8688,0.000178223,0.000178223,0.000178223
196,4701.61,1.30256,0.69781,1.25089,0.79515,0.76977,0.76951,0.34288,2.02722,1.01593,1.84868,0.000175178,0.000175178,0.000175178
197,4725.88,1.30412,0.69558,1.26329,0.81326,0.76176,0.78572,0.34053,2.03917,1.02862,1.86767,0.000172133,0.000172133,0.000172133
198,4749.38,1.28421,0.6872,1.25675,0.79958,0.76307,0.76997,0.34005,2.03774,1.036,1.86237,0.000169088,0.000169088,0.000169088
199,4772.62,1.31124,0.69221,1.2757,0.79656,0.74372,0.76833,0.34949,2.03491,1.02338,1.85643,0.000166042,0.000166042,0.000166042
200,4796.89,1.29482,0.69435,1.27197,0.77643,0.75873,0.7628,0.34284,2.05243,1.0304,1.87048,0.000162997,0.000162997,0.000162997
201,4820.83,1.31189,0.70721,1.26946,0.78283,0.74098,0.76062,0.3407,2.0458,1.01599,1.87517,0.000159952,0.000159952,0.000159952
202,4844.62,1.3078,0.6887,1.26183,0.813,0.74216,0.77439,0.34326,2.03484,1.01877,1.85788,0.000156907,0.000156907,0.000156907
203,4868,1.29389,0.69678,1.26567,0.82169,0.75674,0.76472,0.35357,2.03685,1.01629,1.86657,0.000153862,0.000153862,0.000153862
204,4891.93,1.30336,0.70079,1.26582,0.79942,0.76779,0.76723,0.34584,2.03583,1.0077,1.86726,0.000150816,0.000150816,0.000150816
205,4915.83,1.29363,0.68844,1.26401,0.80186,0.75583,0.77363,0.34435,2.03743,1.01317,1.872,0.000147771,0.000147771,0.000147771
206,4939.98,1.30623,0.6989,1.27241,0.79164,0.75922,0.76342,0.33769,2.04321,1.0141,1.87345,0.000144726,0.000144726,0.000144726
