epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
110,3408.47,1.34545,0.70889,1.30566,0.77049,0.73605,0.73653,0.29914,2.02838,1.07069,1.89952,0.000437069,0.000437069,0.000437069
111,3439.06,1.3713,0.70221,1.30707,0.75761,0.7285,0.73274,0.30125,2.03815,1.05443,1.8994,0.000434024,0.000434024,0.000434024
112,3469.9,1.35871,0.70913,1.30211,0.74355,0.73389,0.71408,0.29682,2.05013,1.05792,1.91039,0.000430978,0.000430978,0.000430978
113,3500.6,1.37138,0.71791,1.31649,0.75648,0.7159,0.71735,0.30421,2.04856,1.07339,1.91557,0.000427933,0.000427933,0.000427933
114,3531.08,1.35942,0.71653,1.32148,0.79314,0.73185,0.74828,0.30441,2.02192,1.08234,1.89279,0.000424888,0.000424888,0.000424888
115,3561.73,1.36226,0.70649,1.30939,0.73789,0.72977,0.71134,0.28993,2.01127,1.08917,1.89906,0.000421843,0.000421843,0.000421843
116,3592.55,1.36267,0.71134,1.30853,0.7387,0.72415,0.71015,0.29348,2.04586,1.06819,1.90714,0.000418797,0.000418797,0.000418797
117,3622.86,1.33885,0.7016,1.30356,0.75635,0.70495,0.70528,0.28571,2.04462,1.08405,1.94125,0.000415752,0.000415752,0.000415752
118,3653.51,1.34703,0.69623,1.30586,0.7454,0.73786,0.71668,0.29578,2.03496,1.10899,1.92677,0.000412707,0.000412707,0.000412707
119,3684.57,1.35135,0.70221,1.31587,0.72855,0.73415,0.69927,0.30095,2.0303,1.09215,1.92925,0.000409662,0.000409662,0.000409662
120,3715.05,1.342,0.70952,1.30707,0.75648,0.74739,0.73288,0.30638,2.03718,1.06688,1.92674,0.000406616,0.000406616,0.000406616
121,3745.52,1.33781,0.70705,1.30267,0.77825,0.71894,0.72213,0.28687,2.05032,1.0709,1.95211,0.000403571,0.000403571,0.000403571
