epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
95,9389.67,1.44187,0.7896,1.45283,0.64652,0.70998,0.64492,0.26766,1.99507,0.97513,1.94331,0.000482747,0.000482747,0.000482747
96,9489.94,1.43137,0.78096,1.46254,0.66732,0.73142,0.67293,0.27414,2.02213,0.99221,1.9668,0.000479702,0.000479702,0.000479702
97,9590.3,1.42386,0.7702,1.45421,0.69118,0.70963,0.66969,0.26767,2.0143,0.97936,1.9689,0.000476657,0.000476657,0.000476657
98,9695.38,1.42128,0.77226,1.44586,0.66888,0.70338,0.65971,0.27011,1.98354,0.98444,1.91925,0.000473612,0.000473612,0.000473612
99,9797.82,1.4137,0.77488,1.4409,0.68471,0.70389,0.66292,0.26733,1.99952,0.96694,1.9538,0.000470566,0.000470566,0.000470566
100,9908.17,1.41599,0.76045,1.43439,0.6763,0.69493,0.65347,0.26188,2.00174,0.9484,1.95263,0.000467521,0.000467521,0.000467521
101,10016.3,1.41692,0.78275,1.44282,0.69617,0.72132,0.6714,0.27916,1.98144,0.97198,1.92642,0.000464476,0.000464476,0.000464476
102,10126.4,1.42022,0.76841,1.44855,0.68075,0.69058,0.67057,0.26841,2.02119,0.98377,1.97544,0.000461431,0.000461431,0.000461431
103,10226.1,1.42669,0.7878,1.44877,0.66943,0.70967,0.66524,0.26464,1.99967,0.97527,1.94654,0.000458386,0.000458386,0.000458386
104,10326.8,1.41851,0.7612,1.45181,0.68246,0.72141,0.67098,0.263,2.008,0.96968,1.95696,0.00045534,0.00045534,0.00045534
105,10427.5,1.40137,0.77292,1.44307,0.6584,0.71567,0.66617,0.26109,2.02084,0.97708,1.98735,0.000452295,0.000452295,0.000452295
106,10526.1,1.39814,0.76284,1.44426,0.66819,0.68253,0.64806,0.25766,2.01189,0.95613,1.96524,0.00044925,0.00044925,0.00044925
107,10626.4,1.40393,0.75721,1.44062,0.67074,0.69787,0.63978,0.24988,2.02535,0.96374,1.98307,0.000446205,0.000446205,0.000446205
108,10727,1.38734,0.75344,1.43357,0.67878,0.70606,0.66369,0.26292,2.0224,0.96467,1.98852,0.000443159,0.000443159,0.000443159
109,10822.5,1.39,0.75814,1.43871,0.70617,0.66724,0.64989,0.27546,2.01297,0.95579,1.96974,0.000440114,0.000440114,0.000440114
110,10916.9,1.37929,0.7463,1.42707,0.71051,0.69828,0.69418,0.27715,2.01961,0.95653,1.96755,0.000437069,0.000437069,0.000437069
111,11020.3,1.37517,0.7548,1.4219,0.70794,0.70532,0.67604,0.26669,2.02518,0.98057,1.97517,0.000434024,0.000434024,0.000434024
112,11119.3,1.39403,0.73759,1.42907,0.70593,0.699,0.67388,0.27314,2.02203,0.99085,1.9686,0.000430978,0.000430978,0.000430978
113,11219.1,1.40895,0.74378,1.43795,0.67671,0.68973,0.65298,0.26168,2.04627,1.00276,1.99154,0.000427933,0.000427933,0.000427933
114,11312.8,1.37232,0.73741,1.41335,0.67184,0.68614,0.66531,0.26828,2.03942,0.98461,1.97808,0.000424888,0.000424888,0.000424888
115,11419.5,1.36793,0.73639,1.42526,0.70295,0.70247,0.67654,0.26737,2.03283,0.96568,1.99853,0.000421843,0.000421843,0.000421843
116,11519,1.36232,0.72753,1.40844,0.67947,0.7075,0.66024,0.25861,2.05792,0.96901,2.01361,0.000418797,0.000418797,0.000418797
117,11613.6,1.3698,0.73921,1.41872,0.68448,0.69922,0.66795,0.26469,2.05189,0.97501,1.99999,0.000415752,0.000415752,0.000415752
118,11713.4,1.37108,0.74219,1.4144,0.71888,0.68161,0.67615,0.26843,2.02663,0.96135,1.97959,0.000412707,0.000412707,0.000412707
119,11813,1.37802,0.72738,1.42967,0.70383,0.66448,0.64984,0.26149,2.0411,0.96439,1.98511,0.000409662,0.000409662,0.000409662
